id,Loại tài liệu pháp luật,số,điều,tên điều,nội dung,thời gian ban hành,nhãn
56/2021/TT-BCA_4,Thông tư,56/2021/TT-BCA,4,"Quản lý, sử dụng biểu mẫu","Bộ Công an thống nhất quản lý, sử dụng các biểu mẫu ban hành kèm theo Thông tư này: 1. Quản lý biểu mẫu a) Bộ Công an in và cấp phát biểu mẫu CT13, CT14, CT15, CT16 cho Công an các đơn vị, địa phương. b) Các biểu mẫu CT01, CT02, CT03, CT04, CT05, CT06, CT07, CT08, CT09, CT10, CT11, CT12 được Công an các đơn vị, địa phương in trực tiếp từ máy tính khi thực hiện công tác đăng ký, quản lý cư trú. c) Các biểu mẫu CT01, CT02, CT03, CT04, CT05, CT06, CT07, CT08, CT09, CT10, CT11, CT12, CT14, CT15, CT16 in trên khổ giấy 210 mm x 297 mm (A4), in bằng mực đen trên nền giấy trắng. Mẫu CT13 có kích thước khổ giấy 270 mm x 350 mm được in bằng mực đen trên nền giấy mầu nâu vàng. 2. Sử dụng biểu mẫu a) Các biểu mẫu CT01, CT02, CT03, CT04, CT05, CT06, CT07, CT08, CT09, CT10, CT11, CT12 được tích hợp trong phần mềm quản lý cư trú và in ra để sử dụng. Đối với biểu mẫu có số thì số của biểu mẫu đó được cơ quan đăng ký cư trú ghi theo thứ tự tăng dần, bắt đầu từ số 01 vào ngày đầu năm và kết thúc vào ngày 31 tháng 12 hàng năm. b) Các biểu mẫu CT14, CT15, CT16 phải được viết liên tục theo thứ tự từng trang, không được bỏ trống; phải ghi đầy đủ, rõ ràng các nội dung ở bìa và các trang của sổ. 3. Nghiêm cấm việc tự ý tẩy xóa, sửa chữa, bổ sung làm sai lệch nội dung thông tin trong biểu mẫu. Trường hợp cố ý làm sai lệch thông tin thì tùy theo mức độ sẽ bị xử lý theo quy định của pháp luật.",ngày 15 tháng 5 năm 2021,
56/2021/TT-BCA_5,Thông tư,56/2021/TT-BCA,5,Kinh phí bảo đảm,"1. Kinh phí bảo đảm cho quản lý, sử dụng biểu mẫu trong đăng ký, quản lý cư trú, bao gồm: a) Kinh phí in, cấp phát biểu mẫu trong công tác đăng ký quản lý cư trú; b) Kinh phí mua sắm thiết bị, phương tiện, vật tư phục vụ in, sử dụng biểu mẫu. 2. Kinh phí bảo đảm cho việc sử dụng biểu mẫu đăng ký, quản lý cư trú do ngân sách nhà nước cấp, bố trí trong dự toán ngân sách hàng năm của Bộ Công an. Cục Cảnh sát quản lý hành chính về trật tự xã hội chủ trì, phối hợp với Cục Hậu cần, Cục Kế hoạch và tài chính và các đơn vị liên quan báo cáo Lãnh đạo Bộ Công an phê duyệt kinh phí bảo đảm cho công tác này. 3. Tháng 9 hàng năm, Công an các đơn vị, địa phương lập dự trù nhu cầu sử dụng biểu mẫu CT13, CT14, CT15, CT16 của đơn vị, địa phương mình cho năm tiếp theo gửi Cục Cảnh sát quản lý hành chính về trật tự xã hội để tổng hợp, báo cáo Bộ Công an. Công an các đơn vị, địa phương lập dự trù kinh phí in mẫu CT01, CT02, CT03, CT04, CT05, CT06, CT07, CT08, CT09, CT10, CT11, CT12 sử dụng cho Công an các đơn vị, địa phương thuộc quyền quản lý. 4. Việc quản lý, cấp phát, sử dụng, thanh, quyết toán kinh phí bảo đảm cho quản lý, sử dụng biểu mẫu trong đăng ký, quản lý cư trú từ ngân sách nhà nước phải thực hiện theo quy định của Luật Ngân sách nhà nước và các văn bản hướng dẫn thi hành.",ngày 15 tháng 5 năm 2021,
55/2021/TT-BCA_3,Thông tư,55/2021/TT-BCA,3,Tiếp nhận hồ sơ và thông báo về kết quả đăng ký cư trú,"1. Việc tiếp nhận hồ sơ đăng ký cư trú được thực hiện dưới hình thức trực tiếp tại cơ quan đăng ký cư trú, Cổng dịch vụ công quốc gia, Cổng dịch vụ công Bộ Công an, Cổng dịch vụ công quản lý cư trú. 2. Trường hợp nộp hồ sơ trực tiếp thì người yêu cầu đăng ký cư trú có thể nộp bản sao được chứng thực từ bản chính hoặc bản sao được cấp từ sổ gốc (sau đây gọi là bản sao) hoặc bản chụp kèm theo bản chính giấy tờ để đối chiếu. Trường hợp người yêu cầu đăng ký cư trú nộp bản chụp kèm theo bản chính giấy tờ thì người tiếp nhận có trách nhiệm kiểm tra, đối chiếu bản chụp với bản chính và ký xác nhận, không được yêu cầu nộp bản sao giấy tờ đó. 3. Trường hợp thực hiện đăng ký cư trú qua Cổng dịch vụ công quốc gia, Cổng dịch vụ công Bộ Công an, Cổng dịch vụ công quản lý cư trú thì người yêu cầu đăng ký cư trú khai báo thông tin và đính kèm bản quét hoặc bản chụp các văn bản, giấy tờ cần thiết theo quy định. Công dân có trách nhiệm xuất trình bản chính các giấy tờ, tài liệu đã cung cấp khi có yêu cầu của người làm công tác đăng ký cư trú. 4. Việc thông báo về kết quả đăng ký thường trú, đăng ký tạm trú, gia hạn tạm trú, khai báo thông tin về cư trú, điều chỉnh thông tin về cư trú, tách hộ, khai báo tạm vắng được thực hiện dưới hình thức văn bản, tin nhắn điện tử đến hộp thư điện tử hoặc điện thoại, trang thông tin điện tử của cơ quan đăng ký cư trú, ứng dụng trên thiết bị điện tử, Cổng dịch vụ công quốc gia, Cổng dịch vụ công Bộ Công an, Cổng dịch vụ công quản lý cư trú. 5. Cơ quan đăng ký cư trú có quyền từ chối giải quyết đăng ký cư trú, xác nhận thông tin về cư trú và không hoàn trả lại lệ phí (trường hợp đã nộp lệ phí) nếu phát hiện giấy tờ, tài liệu công dân đã cung cấp bị tẩy xóa, sửa chữa, làm giả.",ngày 15 tháng 5 năm 2021,
55/2021/TT-BCA_4,Thông tư,55/2021/TT-BCA,4,"Tiếp nhận và xử lý thông tin phản ánh về cư trú của công dân, hộ gia đình, cơ quan, tổ chức","1. Cơ quan đăng ký cư trú có trách nhiệm tiếp nhận thông tin phản ánh, kiến nghị của công dân, hộ gia đình, cơ quan, tổ chức về cư trú và xử lý thông tin đó theo chức năng, nhiệm vụ, thẩm quyền quy định trong giải quyết công việc của công dân, cơ quan, tổ chức. 2. Thông tin phản ánh về cư trú của công dân, hộ gia đình, cơ quan, tổ chức được tiếp nhận thông qua các hình thức dưới đây: a) Trực tiếp tại cơ quan đăng ký cư trú; b) Điện thoại, đường dây nóng do cơ quan đăng ký cư trú thông báo hoặc niêm yết; c) Hòm thư góp ý, hộp thư điện tử do cơ quan đăng ký cư trú thông báo hoặc niêm yết; d) Cổng thông tin điện tử Chính phủ, Cổng thông tin điện tử Bộ Công an, Cổng dịch vụ công quản lý cư trú. đ) Trang thông tin điện tử của Công an các đơn vị, địa phương; e) Qua các phương tiện thông tin đại chúng. 3. Các thông tin phản ánh của công dân, hộ gia đình, cơ quan, tổ chức về cư trú phải được cơ quan đăng ký cư trú ghi lại, trong đó thể hiện rõ thời gian, địa điểm xảy ra, nội dung, diễn biến liên quan đến tổ chức, cá nhân. Khi công dân, hộ gia đình, cơ quan, tổ chức phản ánh thông tin trực tiếp tại cơ quan đăng ký cư trú, qua điện thoại, đường dây nóng thì yêu cầu công dân cung cấp họ, chữ đệm và tên, địa chỉ, số điện thoại liên hệ để cơ quan đăng ký, quản lý cư trú có văn bản trả lời khi cần thiết. Cơ quan đăng ký cư trú có trách nhiệm giữ bí mật đối với thông tin phản ánh của công dân, hộ gia đình, cơ quan, tổ chức trong trường hợp được yêu cầu giữ bí mật.",ngày 15 tháng 5 năm 2021,
55/2021/TT-BCA_5,Thông tư,55/2021/TT-BCA,5,Các trường hợp tạm thời chưa được thay đổi nơi cư trú,"1. Người quy định tại điểm a, điểm b, điểm c khoản 2 Điều 4 Luật Cư trú trong thời gian bị hạn chế quyền tự do cư trú thì tạm thời chưa được giải quyết thủ tục thay đổi nơi cư trú trừ trường hợp có sự đồng ý cho thay đổi nơi cư trú bằng văn bản của cơ quan có thẩm quyền và trường hợp quy định tại khoản 3 điều này. 2. Người đang sinh sống tại địa điểm, khu vực được cơ quan, người có thẩm quyền công bố đang bị cách ly vì lý do phòng, chống dịch bệnh, ban bố tình trạng khẩn cấp trong thời gian áp dụng các biện pháp cách ly tính từ thời gian bắt đầu đến khi kết thúc thì tạm thời chưa được giải quyết thủ tục thay đổi nơi cư trú. 3. Người đang bị áp dụng hình phạt cấm cư trú thì tạm thời chưa được giải quyết các thủ tục về đăng ký cư trú tại những nơi mà người đó bị áp dụng hình phạt cấm cư trú cho đến khi chấp hành xong hoặc có văn bản cho phép của cơ quan có thẩm quyền đã áp dụng hình phạt cấm cư trú.",ngày 15 tháng 5 năm 2021,
55/2021/TT-BCA_6,Thông tư,55/2021/TT-BCA,6,Xác định mối quan hệ với chủ hộ và giải quyết một số trường hợp trong đăng ký cư trú,"1. Trường hợp người đăng ký cư trú chưa có thông tin trong Cơ sở dữ liệu về cư trú, Cơ sở dữ liệu quốc gia về dân cư khi đăng ký cư trú cơ quan đăng ký cư trú thực hiện thu thập, kiểm tra, xác minh, cập nhật thông tin dân cư theo quy định của pháp luật. 2. Trường hợp cơ quan đăng ký cư trú có sai sót khi thu thập, cập nhật thông tin vào Cơ sở dữ liệu về cư trú thì phải kiểm tra để điều chỉnh, bổ sung cho phù hợp, thống nhất với thông tin trong hồ sơ đề nghị đăng ký cư trú của công dân. 3. Công dân đến sinh sống tại chỗ ở khác trong cùng phạm vi đơn vị hành chính cấp xã nơi đã đăng ký thường trú có trách nhiệm đến cơ quan đăng ký cư trú để cập nhật thông tin về nơi ở hiện tại trong Cơ sở dữ liệu về cư trú nếu chỗ ở đó không đủ điều kiện đăng ký thường trú. 4. Mối quan hệ giữa thành viên hộ gia đình với chủ hộ trong hộ gia đình được xác định như sau: vợ, chồng, cha đẻ, mẹ đẻ, cha nuôi, mẹ nuôi, con đẻ, con nuôi; ông nội, bà nội, ông ngoại, bà ngoại, anh ruột, chị ruột, em ruột, cháu ruột; cụ nội, cụ ngoại, bác ruột, chú ruột, cậu ruột, cô ruột, dì ruột, chắt ruột; người giám hộ, ở nhờ, ở mượn, ở thuê, cùng ở nhờ, cùng ở thuê, cùng ở mượn.",ngày 15 tháng 5 năm 2021,
55/2021/TT-BCA_7,Thông tư,55/2021/TT-BCA,7,"Đăng ký thường trú tại cơ sở tín ngưỡng, cơ sở tôn giáo","1. Chủ hộ tại chỗ ở hợp pháp trong cơ sở tín ngưỡng, cơ sở tôn giáo là người hoạt động tôn giáo được phong phẩm, bổ nhiệm, bầu cử, suy cử, thuyên chuyển đến hoạt động tôn giáo tại cơ sở tôn giáo hoặc người đại diện cơ sở tín ngưỡng, người được người đại diện hoặc ban quản lý cơ sở tín ngưỡng giao trực tiếp quản lý, tổ chức hoạt động tín ngưỡng tại cơ sở tín ngưỡng. 2. Giấy tờ, tài liệu chứng minh là chức sắc, chức việc, nhà tu hành hoặc người khác hoạt động tôn giáo và được hoạt động tại cơ sở tôn giáo gồm một trong giấy tờ sau: thông báo người được phong phẩm hoặc suy cử làm chức sắc; thông báo kết quả người được bổ nhiệm, bầu cử, suy cử làm chức việc; thông báo thuyên chuyển chức sắc, chức việc, nhà tu hành hoặc giấy tờ, tài liệu khác theo quy định của pháp luật về tín ngưỡng, tôn giáo. 3. Giấy tờ, tài liệu chứng minh là người đại diện cơ sở tín ngưỡng là văn bản công nhận người đại diện cơ sở tín ngưỡng hoặc thành viên ban quản lý của Ủy ban nhân dân cấp xã.",ngày 15 tháng 5 năm 2021,
55/2021/TT-BCA_8,Thông tư,55/2021/TT-BCA,8,Đăng ký thường trú tại cơ sở trợ giúp xã hội,"1. Văn bản của người đứng đầu cơ sở trợ giúp xã hội đề nghị đăng ký thường trú đối với người được chăm sóc, nuôi dưỡng, trợ giúp bao gồm các thông tin cơ bản của từng người: họ, chữ đệm và tên; ngày, tháng, năm sinh; giới tính; quê quán; dân tộc; tôn giáo; số định danh cá nhân; nghề nghiệp, nơi làm việc; nơi thường trú; nơi tạm trú. 2. Giấy tờ, tài liệu xác nhận về việc chăm sóc, nuôi dưỡng, trợ giúp gồm một trong các giấy tờ sau: Xác nhận của Ủy ban nhân dân cấp xã về việc nhận chăm sóc, nuôi dưỡng; Quyết định tiếp nhận của người đứng đầu cơ sở trợ giúp xã hội; Quyết định hỗ trợ của Ủy ban nhân dân cấp huyện hoặc giấy tờ, tài liệu khác theo quy định của pháp luật.",ngày 15 tháng 5 năm 2021,
55/2021/TT-BCA_9,Thông tư,55/2021/TT-BCA,9,Đăng ký thường trú có yếu tố nước ngoài,"1. Người nước ngoài được nhập quốc tịch Việt Nam khi đăng ký thường trú lần đầu phải có Quyết định của Chủ tịch nước về việc cho nhập quốc tịch Việt Nam. 2. Người Việt Nam định cư ở nước ngoài nhập cảnh bằng hộ chiếu Việt Nam thì trong hồ sơ đăng ký thường trú phải có hộ chiếu Việt Nam mà người đó đã sử dụng để nhập cảnh Việt Nam lần gần nhất. 3. Người Việt Nam định cư ở nước ngoài sử dụng hộ chiếu hoặc giấy tờ thay hộ chiếu do nước ngoài cấp nhập cảnh vào Việt Nam thì trong hồ sơ đăng ký thường trú phải có giấy tờ, tài liệu chứng minh có quốc tịch Việt Nam theo quy định của pháp luật Việt Nam về quốc tịch và văn bản đồng ý cho giải quyết thường trú của cơ quan quản lý xuất nhập cảnh quy định tại Điều 12 Thông tư này.",ngày 15 tháng 5 năm 2021,
55/2021/TT-BCA_10,Thông tư,55/2021/TT-BCA,10,Điều chỉnh thông tin về cư trú trong Cơ sở dữ liệu về cư trú,"1. Trường hợp có sự thay đổi về chủ hộ thì phải có ý kiến của chủ hộ trong Tờ khai thay đổi thông tin cư trú (trừ trường hợp đã có ý kiến đồng ý bằng văn bản) hoặc ý kiến thống nhất đề cử của các thành viên trong hộ gia đình hoặc văn bản của Tòa án quyết định chủ hộ. Trường hợp chủ hộ chết, mất tích, mất năng lực hành vi dân sự thì ngoài ý kiến thống nhất đề cử của các thành viên hộ gia đình phải có thêm Giấy chứng tử hoặc Quyết định của Tòa án tuyên bố chết, mất tích, mất năng lực hành vi dân sự. 2. Trường hợp có sự thay đổi về hộ tịch so với thông tin trong Cơ sở dữ liệu về cư trú thì phải có giấy tờ, tài liệu chứng minh được phép thay đổi của cơ quan có thẩm quyền về đăng ký hộ tịch. Trường hợp đã có thông tin về sự thay đổi trong Cơ sở dữ liệu hộ tịch điện tử thì công dân không phải xuất trình giấy tờ, tài liệu chứng minh. 3. Trường hợp có sự thay đổi về địa chỉ nơi cư trú do có sự điều chỉnh về địa giới hành chính, tên đơn vị hành chính, tên đường, phố, tổ dân phố, thôn, xóm, làng, ấp, bản, buôn, phum, sóc, cách đánh số nhà thì cơ quan quản lý cư trú có thẩm quyền căn cứ vào văn bản thay đổi địa giới hành chính, tên đơn vị hành chính, tên đường, phố, tổ dân phố, thôn, xóm, làng, ấp, bản, buôn, phum, sóc, cách đánh số nhà của cơ quan có thẩm quyền để thực hiện điều chỉnh, cập nhật thông tin về địa chỉ nơi cư trú trong Cơ sở dữ liệu về cư trú.",ngày 15 tháng 5 năm 2021,
55/2021/TT-BCA_11,Thông tư,55/2021/TT-BCA,11,Hủy bỏ đăng ký thường trú,"1. Trường hợp đăng ký thường trú không đúng thẩm quyền, không đúng điều kiện và không đúng đối tượng quy định tại Luật Cư trú thì cơ quan đã đăng ký thường trú ra quyết định huỷ bỏ việc đăng ký thường trú. Trường hợp phức tạp báo cáo Thủ trưởng cấp trên trực tiếp của cơ quan đã đăng ký cư trú xem xét, ra quyết định hủy bỏ việc đăng ký thường trú. 2. Trong thời hạn 01 ngày làm việc, kể từ ngày nhận được quyết định huỷ bỏ việc đăng ký thường trú, cơ quan đã đăng ký thường trú có trách nhiệm cập nhật việc hủy bỏ việc đăng ký thường trú trong Cơ sở dữ liệu về cư trú, thông báo cho cơ quan quản lý tàng thư hồ sơ cư trú; thông báo bằng văn bản cho công dân nêu rõ lý do.",ngày 15 tháng 5 năm 2021,
55/2021/TT-BCA_12,Thông tư,55/2021/TT-BCA,12,"Cấp văn bản đồng ý cho giải quyết thường trú tại cơ quan quản lý xuất, nhập cảnh","1. Người đề nghị cấp văn bản đồng ý cho giải quyết thường trú nộp hồ sơ tại cơ quan quản lý xuất nhập cảnh Công an tỉnh, thành phố trực thuộc Trung ương nơi đề nghị đăng ký thường trú hoặc Cục Quản lý xuất nhập cảnh, Bộ Công an. Người đề nghị cấp văn bản đồng ý cho giải quyết thường trú có thể nhận kết quả tại nơi nộp hồ sơ hoặc đăng ký nhận kết quả qua dịch vụ bưu chính công ích. 2. Hồ sơ đề nghị cấp văn bản đồng ý cho giải quyết thường trú, gồm: a) Tờ khai đề nghị cấp văn bản đồng ý cho giải quyết thường trú; b) Bản sao (kèm theo bản chính để đối chiếu) hộ chiếu hoặc giấy tờ thay hộ chiếu do nước ngoài cấp sử dụng để nhập cảnh Việt Nam lần gần nhất; c) Bản sao (kèm bản chính để đối chiếu) một trong các loại giấy tờ, tài liệu chứng minh có quốc tịch Việt Nam theo quy định của pháp luật Việt Nam về quốc tịch. 3. Trường hợp người đề nghị cấp văn bản đồng ý cho giải quyết thường trú nộp hồ sơ tại cơ quan quản lý xuất, nhập cảnh Công an tỉnh, thành phố trực thuộc Trung ương nơi đề nghị đăng ký thường trú thì trong thời hạn 20 ngày kể từ ngày nhận đủ hồ sơ hợp lệ, cơ quan quản lý xuất nhập cảnh Công an tỉnh, thành phố trực thuộc Trung ương tổ chức xác minh và gửi văn bản đề xuất giải quyết thường trú (kèm hồ sơ) về Cục Quản lý xuất nhập cảnh, Bộ Công an. Trong thời hạn 20 ngày, kể từ ngày nhận văn bản đề xuất giải quyết thường trú (kèm hồ sơ) của cơ quan quản lý xuất nhập cảnh Công an tỉnh, thành phố trực thuộc Trung ương, Cục Quản lý xuất nhập cảnh có trách nhiệm thẩm định, cấp văn bản đồng ý cho giải quyết thường trú đối với người có đề nghị và thông báo kết quả giải quyết cho cơ quan đăng ký cư trú, cơ quan quản lý xuất nhập cảnh Công an tỉnh, thành phố trực thuộc Trung ương. Trường hợp từ chối cấp văn bản đồng ý cho giải quyết thường trú thì phải trả lời bằng văn bản và nêu rõ lý do. 4. Trường hợp người đề nghị cấp văn bản đồng ý cho giải quyết thường trú nộp hồ sơ tại Cục Quản lý xuất nhập cảnh, Bộ Công an thì trong thời hạn 40 ngày, kể từ ngày nhận đủ hồ sơ hợp lệ, Cục Quản lý xuất nhập cảnh, Bộ Công an tổ chức xác minh, thẩm định, cấp văn bản đồng ý cho giải quyết thường trú đối với người đề nghị và thông báo kết quả giải quyết cho cơ quan đăng ký cư trú, cơ quan quản lý xuất, nhập cảnh Công an tỉnh, thành phố trực thuộc Trung ương. Trường hợp từ chối cấp văn bản đồng ý cho giải quyết thường trú thì phải trả lời bằng văn bản và nêu rõ lý do. 5. Trong thời hạn 12 tháng kể từ ngày được cấp văn bản đồng ý cho giải quyết thường trú, công dân có trách nhiệm đăng ký thường trú với cơ quan đăng ký cư trú. 6. Cơ quan đăng ký cư trú có trách nhiệm thông báo kết quả giải quyết đăng ký thường trú đối với các trường hợp quy định tại khoản 3 Điều 9 Thông tư này cho Cục Quản lý xuất nhập cảnh để tiến hành hủy hoặc thu hồi các giấy tờ có giá trị nhập cảnh, xuất cảnh, cư trú do cơ quan có thẩm quyền của Việt Nam cấp theo hộ chiếu nước ngoài của người về thường trú.",ngày 15 tháng 5 năm 2021,
55/2021/TT-BCA_13,Thông tư,55/2021/TT-BCA,13,Đăng ký tạm trú,"1. Công dân thay đổi chỗ ở ngoài nơi đã đăng ký tạm trú có trách nhiệm thực hiện đăng ký tạm trú mới. Trường hợp chỗ ở đó trong phạm vi đơn vị hành chính cấp xã nơi đã đăng ký thường trú thì thực hiện theo quy định tại khoản 3 Điều 6 Thông tư này. 2. Học sinh, sinh viên, học viên đến ở tập trung trong ký túc xá, khu nhà ở của học sinh, sinh viên, học viên; người lao động đến ở tập trung tại các khu nhà ở của người lao động; trẻ em, người khuyết tật, người không nơi nương tựa được nhận nuôi và sinh sống trong cơ sở tín ngưỡng, cơ sở tôn giáo; người được chăm sóc, nuôi dưỡng, trợ giúp tại cơ sở trợ giúp xã hội có thể thực hiện đăng ký tạm trú thông qua cơ quan, tổ chức quản lý trực tiếp chỗ ở đó. Cơ quan, tổ chức quản lý trực tiếp có trách nhiệm lập danh sách người tạm trú, kèm Tờ khai thay đổi thông tin cư trú của từng người, văn bản đề nghị đăng ký tạm trú trong đó ghi rõ thông tin về chỗ ở hợp pháp và được cơ quan đăng ký cư trú cập nhật thông tin về nơi tạm trú vào Cơ sở dữ liệu về cư trú. Danh sách bao gồm những thông tin cơ bản của từng người: họ, chữ đệm và tên; ngày, tháng, năm sinh; giới tính; số định danh cá nhân và thời hạn tạm trú.",ngày 15 tháng 5 năm 2021,
55/2021/TT-BCA_14,Thông tư,55/2021/TT-BCA,14,Hủy bỏ đăng ký tạm trú,"1. Trường hợp đăng ký tạm trú không đúng thẩm quyền, không đúng điều kiện và không đúng đối tượng quy định tại Điều 35 Luật Cư trú thì cơ quan đã đăng ký tạm trú ra quyết định huỷ bỏ việc đăng ký tạm trú. Trường hợp phức tạp thì báo cáo Thủ trưởng cấp trên trực tiếp của cơ quan đã đăng ký tạm trú xem xét ra quyết định hủy bỏ việc đăng ký tạm trú. 2. Trong thời hạn 01 ngày làm việc, kể từ ngày nhận được quyết định huỷ bỏ việc đăng ký tạm trú, cơ quan đã đăng ký tạm trú có trách nhiệm cập nhật việc hủy bỏ đăng ký tạm trú trong Cơ sở dữ liệu về cư trú; thông báo bằng văn bản cho công dân nêu rõ lý do.",ngày 15 tháng 5 năm 2021,
55/2021/TT-BCA_15,Thông tư,55/2021/TT-BCA,15,Thông báo lưu trú,"1. Việc thông báo lưu trú được thực hiện theo một trong các hình thức sau đây: a) Trực tiếp tại cơ quan đăng ký cư trú hoặc địa điểm tiếp nhận thông báo lưu trú do cơ quan đăng ký cư trú quy định; b) Thông qua số điện thoại hoặc hộp thư điện tử do cơ quan đăng ký cư trú thông báo hoặc niêm yết; c) Thông qua trang thông tin điện tử của cơ quan đăng ký cư trú hoặc qua Cổng dịch vụ công quốc gia, Cổng dịch vụ công Bộ Công an, Cổng dịch vụ công quản lý cư trú; d) Thông qua ứng dụng trên thiết bị điện tử. 2. Cơ quan đăng ký cư trú có trách nhiệm thông báo hoặc niêm yết công khai địa điểm, số điện thoại, địa chỉ hộp thư điện tử, địa chỉ trang thông tin điện tử của cơ quan đăng ký cư trú, Cổng dịch vụ công quốc gia, Cổng dịch vụ công Bộ Công an, Cổng dịch vụ công quản lý cư trú, tên ứng dụng trên thiết bị điện tử tiếp nhận thông báo lưu trú. 3. Khi có người đến lưu trú, thành viên hộ gia đình, người đại diện cơ sở chữa bệnh, cơ sở lưu trú du lịch và các cơ sở khác có chức năng lưu trú có trách nhiệm đề nghị người đến lưu trú xuất trình một trong các giấy tờ pháp lý thể hiện thông tin về số định danh cá nhân theo quy định của pháp luật và thực hiện việc thông báo lưu trú với cơ quan đăng ký cư trú theo các hình thức quy định tại khoản 1 Điều này. 4. Thời gian lưu trú tuỳ thuộc nhu cầu của công dân nhưng không quá 30 ngày. Người tiếp nhận thông báo lưu trú phải cập nhật nội dung thông báo về lưu trú vào Cơ sở dữ liệu về cư trú.",ngày 15 tháng 5 năm 2021,
55/2021/TT-BCA_16,Thông tư,55/2021/TT-BCA,16,Khai báo tạm vắng,"1. Việc khai báo tạm vắng đối với trường hợp quy định tại điểm c và điểm d khoản 1 Điều 31 Luật Cư trú được thực hiện theo một trong các hình thức sau đây: a) Trực tiếp tại cơ quan đăng ký cư trú hoặc tại địa điểm tiếp nhận khai báo tạm vắng do cơ quan đăng ký cư trú quy định; b) Số điện thoại hoặc hộp thư điện tử do cơ quan đăng ký cư trú thông báo hoặc niêm yết; c) Trang thông tin điện tử của cơ quan đăng ký cư trú hoặc qua Cổng dịch vụ công quốc gia, Cổng dịch vụ công Bộ Công an, Cổng dịch vụ công quản lý cư trú; d) Ứng dụng trên thiết bị điện tử. 2. Cơ quan đăng ký cư trú có trách nhiệm thông báo hoặc niêm yết công khai địa điểm, số điện thoại, địa chỉ hộp thư điện tử, địa chỉ trang thông tin điện tử của cơ quan đăng ký cư trú, Cổng dịch vụ công quốc gia, Cổng dịch vụ công Bộ Công an, Cổng dịch vụ công quản lý cư trú, tên ứng dụng trên thiết bị điện tử tiếp nhận khai báo tạm vắng.",ngày 15 tháng 5 năm 2021,
55/2021/TT-BCA_17,Thông tư,55/2021/TT-BCA,17,Xác nhận thông tin về cư trú,"1. Công dân yêu cầu xác nhận thông tin về cư trú có thể trực tiếp đến cơ quan đăng ký cư trú trong cả nước không phụ thuộc vào nơi cư trú của công dân để đề nghị cấp xác nhận thông tin về cư trú hoặc gửi yêu cầu xác nhận thông tin về cư trú qua Cổng dịch vụ công quốc gia, Cổng dịch vụ công Bộ Công an, Cổng dịch vụ công quản lý cư trú. 2. Nội dung xác nhận thông tin về cư trú bao gồm thời gian, địa điểm, hình thức đăng ký cư trú. Xác nhận thông tin về cư trú có giá trị 06 tháng kể từ ngày cấp đối với trường hợp quy định tại khoản 1 Điều 19 Luật Cư trú xác nhận về việc khai báo cư trú và có giá trị 30 ngày kể từ ngày cấp đối với trường hợp xác nhận thông tin về cư trú. Trường hợp thông tin về cư trú của công dân có sự thay đổi, điều chỉnh và được cập nhật trong Cơ sở dữ liệu về cư trú thì xác nhận thông tin về cư trú hết giá trị kể từ thời điểm thay đổi. 3. Trong thời hạn 03 ngày làm việc, cơ quan đăng ký cư trú có trách nhiệm xác nhận thông tin về cư trú dưới hình thức văn bản (có chữ ký và đóng dấu của Thủ trưởng cơ quan đăng ký cư trú) hoặc văn bản điện tử (có chữ ký số của Thủ trưởng cơ quan đăng ký cư trú) theo yêu cầu của công dân. 4. Trường hợp nội dung đề nghị xác nhận của cá nhân hoặc hộ gia đình chưa được cập nhật trong Cơ sở dữ liệu về cư trú thì cơ quan đăng ký cư trú hướng dẫn công dân thực hiện thủ tục để điều chỉnh thông tin trong Cơ sở dữ liệu về cư trú theo quy định tại Điều 26 Luật Cư trú.",ngày 15 tháng 5 năm 2021,
55/2021/TT-BCA_18,Thông tư,55/2021/TT-BCA,18,"Đăng ký thường trú đối với người công tác, làm việc trong Công an nhân dân","1. Sĩ quan nghiệp vụ, hạ sĩ quan nghiệp vụ, sĩ quan chuyên môn kỹ thuật, hạ sĩ quan chuyên môn kĩ thuật, công nhân công an được đăng ký thường trú tại nơi đơn vị đóng quân khi đáp ứng các điều kiện sau đây: a) Sinh sống ổn định, lâu dài tại đơn vị đóng quân; b) Đơn vị đóng quân có chỗ ở cho cán bộ, chiến sĩ. 2. Hồ sơ đăng ký thường trú, bao gồm: a) Tờ khai thay đổi thông tin cư trú; b) Giấy giới thiệu của Thủ trưởng đơn vị quản lý trực tiếp ghi rõ nội dung để làm thủ tục đăng ký thường trú và đơn vị có chỗ ở cho cán bộ chiến sĩ (ký tên, đóng dấu). 3. Sĩ quan nghiệp vụ, hạ sĩ quan nghiệp vụ, sĩ quan chuyên môn kỹ thuật, hạ sĩ quan chuyên môn kĩ thuật, công nhân công an đã đăng ký thường trú theo quy định tại khoản 1 Điều này mà chuyển đến chỗ ở hợp pháp mới ngoài đơn vị đóng quân và đủ điều kiện đăng ký thường trú thì có trách nhiệm đăng ký thường trú theo quy định Luật Cư trú và hướng dẫn tại Thông tư này. Hồ sơ đăng ký thường trú theo quy định tại Điều 21 Luật Cư trú kèm Giấy giới thiệu của Thủ trưởng đơn vị quản lý trực tiếp (ký tên và đóng dấu).",ngày 15 tháng 5 năm 2021,
